sutra_ref	sutra_id	final_form	dhatu_root	dhatu_meaning	gana	wiki_target	chain
3.3.27	33027	प्रद्राव	प्र	उपसर्गपूर्वक दु गतौ	भ्वा०प०		प्रद्राव:। प्र+दु+घञ्। प्र+द्रौ+अ। प्र+द्राव्+अ। प्रद्राव+सु। प्रद्राव:।
3.3.28	33028	निष्पावः	निस्	उपसर्गपूर्वक पूङ् पवने तथा पूञ् पवने	क्रया उ०		निष्पावः। निस्+पू+घञ्। निस्+पौ+अ। नि:+पाव। निष्पाव+सु। निष्पावः।
3.3.29	33029	उद्गारः	उत्	उपसर्गपूर्वक र	क्रया०प०		उद्गारः। उत्+गृ+घञ्। उत्+गार+अ। उद्गार+सु। उद्गारः।
3.3.30	33030	उत्कारः	उत्	उपसर्गपूर्वक कृ विक्षेपे	तु०प०		उत्कारः। उत्+कृ+घञ्। उत्+का+अ। उत्कार+सु। उत्कारः।
3.3.31	33031	संस्ताव	सम्	उपसर्गपूर्वक ष्टुञ् स्तुतौं	अदा० उ०		संस्ताव:। सम्+स्तु+घञ्। सम्+स्तौ +अ। संस्ताव+सु। संस्तावः।
3.3.32	33032	प्रस्तारः	प्र	उपसर्गपूर्वक स्तृञ आच्छादने	क्रयाउ०		प्रस्तारः। प्र+स्तृ+घञ्। प्रस्ता +अ। प्रस्तार+सु। प्रस्तारः।
3.3.33	33033	विस्तारः	वि	उपसर्गपूर्वक स्तृञ् आच्छादने	क्रया०उ०		विस्तारः। वि+स्तृ+घञ्। विस्तार+अ। विस्तार+सु। विस्तारः।
3.3.37	33037	परिणायः	परि	उपसर्गपूर्वक णी प्रापणे			परिणायः। परि+नी+घञ्। परि+नै+अ। परि+नाय्+अ। परिणाय + सु। परिणायः।
3.3.37	33037	न्याय	नि	उपसर्गपूर्वक इण् गतौ	अदा०प०		न्याय:। नि+इण्+घञ्। नि+ऐ+अ। नि+आय् +अ। न्याय+सु। न्यायः।
3.3.41	33041	निकाय	नि	उपसर्गपूर्वक चिञ् चयने	स्वा०उ०		निकाय:। नि+चि+घञ्। नि+चै+अ। नि+काय+अ। निकाय+सु। निकायः।
3.3.43	33043	व्यावक्रोशी	क्रुशँ	आह्वाने रोदने च	भ्वा०प०	01.0992__क्रुशँ_आह्वाने_रोदने_च	व्यावक्रोशी। वि+अव+कुश्+णच्। वि+अव+कोश्+अ। व्यवक्रोश+अञ्। व्यावक्रोश+डीप्। व्यावक्रोशी+सु। व्यावक्रोशी।
3.3.44	33044	सांकूटिनम्	सम्	उपसर्गपूर्वक कूट परितापे, परिदाह इत्येके	चु०आ०		सांकूटिनम्। सम्+कूट+इनुण। सम्+कूट+इन्। सांकूटिन्+अण्। सांकुटिन्+अ। सांकटिन्+सु। सांकूटिनम्।
3.3.45	33045	अवग्राहः	अव	उपसर्गपूर्वक ग्रह उपादाने	क्रया०प०		अवग्राहः। अव+ग्रह+घञ्। अव+ग्राह्+अ। अवग्राह+सु। अवग्राहः।
3.3.49	33049	उच्छ्राय	उत्	उपसर्गपूर्वक श्रियं	भ्वा०उ०		उच्छ्राय:। उत्+श्रि+घञ्। उत्+त्रै+अ। उत्+श्राय। उत्+छाय। उच्छ्राय+सु। उच्छ्रायः।
3.3.50	33050	आराव	आङ्	उपसर्गपूर्वक ‘रु	अदा०प०		आराव:। आङ्+रु+घञ्। आ+रौ+अ। आ+आव्+अ। आराव+सु। आरावः।
3.3.50	33050	आरव	आङ्	उपसर्गपूर्वक पूर्वोक्त रु			आरव:। आङ्+रु+अप्। आ+रो+अ। आ+रव्+अ। आरव+सु। आरवः।
3.3.51	33051	अवग्राह	अप	उपसर्गपूर्वक ग्रह उपादाने	ऋत्या०प०		अवग्राह:। अव+ग्रह+घञ्। अव+ग्राह+अ। अवग्राह-सु। अवग्राह:।
3.3.51	33051	अवग्रह	अव	उपसर्गपूर्वक पूर्वोक्त ग्रह			अवग्रह:। अव+ग्रह+अप्। अन+ग्रह+अ। अवग्रह+सु। अवग्रहः।
3.3.52	33052	प्रग्राह	प्र	उपसर्गपूर्वक ग्रह उपादाने	क्रचा०५०		प्रग्राह:। प्र+ग्रह्+घञ्। प्र+ग्राह्+अ। प्रग्राह+सु। प्रग्राहः।
3.3.54	33054	प्रवार	प्र	उपसर्गपूर्वक वृञ् वरणें	स्वा०उ०		प्रवार:। प्र+वृ+घञ्। प्र+वार्+अ। प्रावार+सु। प्रावारः।
3.3.54	33054	प्रवरः	प्र	उपसर्गपूर्वक पूर्वोक्त वृ			प्रवरः। प्र+वृ+अम्। प्र+व+अ। प्रवर+सु। प्रवरः।
3.3.55	33055	परिभाव	भू	सत्तायाम्	भ्वा०प०	01.0001__भू_सत्तायाम्	परिभाव:। परि+भू+घञ्। परि+भौ+अ। परि+भाव्+अ। परिभाव+सु। परिभावः।
3.3.55	33055	परिभवः	प्र	उपसर्गपूर्वक पूर्वोक्त भू			परिभवः। परि+भू+अप्। परि+भो+अ। परि+भव्+अ। परिभव+सु। परिभवः।
3.3.56	33056	चयः	इकारान्त	चिञ् चयने	स्वा० उ०		चयः। चि+अच्। चे+अ। चय्+अ। चय+सु। चयः।
3.3.57	33057	करः	डुकृञ्	करणे		08.0010__डुकृञ्_करणे	करः। कृ+अप्। कर्+अ। कर+सु। करः।
3.3.59	33059	विघस	वि	उपसर्गपूर्वक अद् भक्षणे	अदा०प०		विघस:। वि+अद्+अप्। वि+घस्तृ+अ। वि+घस्+अ। विघस+सु। विघसः।
3.3.60	33060	न्याद	नि	उपसर्गपूर्वक अद् भक्षणे	अदा०प०		न्याद:। नि+अद्+ण। नि+आद्+अ। न्याद+सु। न्यादः।
3.3.60	33060	निघस	नि	उपसर्गपूर्वक पूर्वोक्त अद्			निघस:। नि+अद्+अप्। नि+घस्तृ+अ। नि+घस्+अ। निघस+सु। निघसः।
3.3.61	33061	व्यधः	उपसर्गरहित	व्यध ताडने	दि०प०		व्यधः। व्यध्+अप्। व्यध+सु। व्यधः।
3.3.63	33063	संयमः	सम्’	उपसर्गपूर्वक यम उपरमे	भ्वा०प०		संयमः। सम्यम्+अप्। सम्+यम्+अ। संयम+सु। संयमः।
